"","Site.Ref","Site.name","Latitude","Longitude"
"203784","61730514","Cataby Shallow - CS10S",-30.89287176,115.6316107
"203823","61730515","Cataby Shallow - CS10D",-30.89287117,115.6316316
"203872","61730516","Cataby Shallow - CS11S",-30.81842049,115.2229967
"203916","61730517","Cataby Shallow - CS11D",-30.81842412,115.2230111
"203958","61730518","Cataby Shallow - CS12D",-30.79413059,115.2997186
"204002","61730519","Cataby Shallow - CS14S",-30.82081671,115.457902
"204027","61730520","Cataby Shallow - CS14M1",-30.8208187,115.457891
"204076","61730521","Cataby Shallow - CS14M2",-30.8208012,115.457891
"204121","61730522","Cataby Shallow - CS14D",-30.82078433,115.457891
"204166","61730523","Cataby Shallow - CS15S",-30.82224112,115.5188882
"204212","61730524","Cataby Shallow - CS15M",-30.82223884,115.5189091
"204259","61730525","Cataby Shallow - CS15D2",-30.82223575,115.5189302
"204307","61730526","Cataby Shallow - CS16D",-30.81590079,115.586039
"204342","61730527","Cataby Shallow - CS16DA",-30.81589292,115.5860534
"204377","61730528","Cataby Shallow - CS17D",-30.77040926,115.2064806
"204401","61730529","Cataby Shallow - CS18D",-30.7463078,115.2887084
"204446","61730530","Cataby Shallow - CS19S",-30.74920441,115.3617782
"204483","61730531","Cataby Shallow - CS19D",-30.74921714,115.3617787
"204506","61730532","Cataby Shallow - CS20S",-30.77346969,115.4370751
"204548","61730533","Cataby Shallow - CS20D",-30.77346962,115.4370626
"204591","61730534","Cataby Shallow - CS21D",-30.76844786,115.5015948
"204644","61730535","Cataby Shallow - CS22DA",-30.7721605,115.5649929
"204649","61730536","Cataby Shallow - CS23D",-30.68500666,115.1465939
"204673","61730537","Cataby Shallow - CS24D",-30.68441603,115.2740541
"204711","61730538","Cataby Shallow - CS25S",-30.69659783,115.3582293
"204754","61730539","Cataby Shallow - CS25D",-30.69659801,115.3582148
"204789","61730540","Cataby Shallow - CS26S",-30.69426545,115.4406553
"204815","61730541","Cataby Shallow - CS26D",-30.69426234,115.4406672
"204859","61730542","Cataby Shallow - CS27D",-30.71326314,115.5085398
"204910","61730543","Cataby Shallow - CS28D",-30.63350921,115.126901
"204953","61730544","Cataby Shallow - CS29S",-30.61865802,115.2016411
"204978","61730545","Cataby Shallow - CS29D",-30.61865193,115.2016504
"205021","61730546","Cataby Shallow - CS30S",-30.63152958,115.2905344
"205045","61730547","Cataby Shallow - CS30D",-30.63153033,115.2905435
"205087","61730548","Cataby Shallow - CS31S",-30.63278829,115.3742042
"205130","61730549","Cataby Shallow - CS31D",-30.63279662,115.3742064
"205172","61730550","Cataby Shallow - CS32D",-30.65113743,115.4645373
"205216","61730551","Cataby Shallow - CS33D",-30.56743798,115.1114199
"205260","61730552","Cataby Shallow - CS34S",-30.56941264,115.1763568
"205304","61730553","Cataby Shallow - CS34D",-30.56941691,115.1763457
"205346","61730554","Cataby Shallow - CS35S",-30.5696768,115.2496257
"205390","61730555","Cataby Shallow - CS35D",-30.56967693,115.249635
"205433","61730556","Cataby Shallow - CS36S",-30.55680722,115.3085584
"205477","61730557","Cataby Shallow - CS37S",-30.55670708,115.3695158
"205522","61730558","Cataby Shallow - CS37D",-30.55670651,115.3695352
"205564","61770215","North Gingin 14A",-30.81935923,115.7671126
"205606","61770217","North Gingin 15A",-30.76616634,115.9056405
"205607","61770218","North Gingin 15B",-30.76612488,115.9057209
"205641","61770219","North Gingin 16A",-30.88613651,115.6999214
"205672","61770220","North Gingin 16B",-30.88610636,115.6998842
"205705","61770222","North Gingin 17A",-30.86859457,115.8565628
"205755","61770223","North Gingin 17B",-30.86859521,115.8566452
"205797","61770224","North Gingin 17C",-30.86859231,115.8564906
"205839","61770225","North Gingin 19A",-31.08644978,115.8311746
"205885","61770226","North Gingin 19B",-31.08490796,115.8293312
"205926","61770227","North Gingin 20A",-31.06061938,115.97288
"205968","61770228","North Gingin 20B",-31.0606192,115.9728224
"206011","61770229","North Gingin 22A",-31.21267572,115.8307879
"206041","61770230","North Gingin 22B",-31.21268298,115.8307332
"206075","61770231","North Gingin 13A",-30.76978275,115.8439239
"206105","61770232","North Gingin 13B",-30.76974541,115.8439964
"206136","61770233","North Gingin 18B",-30.95054045,115.9960081
"206137","61770234","North Gingin 18A",-30.95047143,115.9960092
"206194","61770235","North Gingin 23B",-31.26918122,115.9417036
"206228","61770236","North Gingin 23A",-31.26922273,115.9417707
"206269","61770237","North Gingin 24A",-30.92332072,115.8056877
"206299","61770238","North Gingin 24B",-30.92332553,115.8056025
"206329","61770239","Gingin Brook 13C",-31.29934362,115.9297321
"206359","61770240","Gingin Brook 16C",-31.32457857,115.9889362
"206388","61812317","Kalannie - No 29",-30.26994667,117.083461
"206391","61812848","GS Mt Magnet - No 2",-28.07358659,117.8343251
"206393","61813703","Morawa EEI and Wheatbelt Drainage - MW033",-28.97632508,116.0141103
"206401","61813704","Morawa EEI and Wheatbelt Drainage - MW034",-28.97697575,116.0129956
"206408","61813705","Morawa EEI and Wheatbelt Drainage - MW035",-28.97767731,116.0114391
"206415","61813706","Morawa EEI and Wheatbelt Drainage - MW036",-28.97467135,116.011365
"206422","61813707","Morawa EEI and Wheatbelt Drainage - MW037",-28.97580471,116.0120727
"206429","61813708","Morawa EEI and Wheatbelt Drainage - MW038",-28.97817122,116.013559
"206437","61813709","Morawa EEI and Wheatbelt Drainage - MW039",-28.97567568,116.0153994
"206445","61813710","Morawa EEI and Wheatbelt Drainage - MW040",-28.97789741,116.0280133
"206453","61813711","Morawa EEI and Wheatbelt Drainage - MW041",-28.97072109,116.0303485
"206461","61813712","Morawa EEI and Wheatbelt Drainage - MW042",-28.97239782,116.0325806
"206469","61818032","Yarra Yarra Lakes - YRA_2S",-29.79495114,115.8636377
"206489","61818033","Yarra Yarra Lakes - YRA_3",-29.79494104,115.8530642
"206509","61820010","Morawa EEI and Wheatbelt Drainage - MW001",-28.94594879,116.0640512
"206554","61820011","Morawa EEI and Wheatbelt Drainage - MW001D",-28.94594879,116.0640512
"206599","61820012","Morawa EEI and Wheatbelt Drainage - MW002",-28.94575779,116.0642693
"206607","61820013","Morawa EEI and Wheatbelt Drainage - MW003",-28.94544011,116.0646336
"206614","61820014","Morawa EEI and Wheatbelt Drainage - MW004",-28.94496366,116.0651802
"206622","61820015","Morawa EEI and Wheatbelt Drainage - MW005",-28.94432837,116.065909
"206630","61820016","Morawa EEI and Wheatbelt Drainage - MW006",-28.94353423,116.0668199
"206638","61820017","Morawa EEI and Wheatbelt Drainage - MW007",-28.94945591,116.0542962
"206683","61820018","Morawa EEI and Wheatbelt Drainage - MW007D",-28.94945591,116.0542962
"206728","61820019","Morawa EEI and Wheatbelt Drainage - MW008",-28.94964026,116.0545216
"206736","61820020","Morawa EEI and Wheatbelt Drainage - MW009",-28.94994822,116.0548966
"206744","61820021","Morawa EEI and Wheatbelt Drainage - MW010",-28.95041011,116.055459
"206752","61820022","Morawa EEI and Wheatbelt Drainage - MW011",-28.95102612,116.0562089
"206760","61820023","Morawa EEI and Wheatbelt Drainage - MW012",-28.95179606,116.0571464
"206768","61820024","Morawa EEI and Wheatbelt Drainage - MW013",-28.96666305,116.0252309
"206813","61820025","Morawa EEI and Wheatbelt Drainage - MW013D",-28.96666305,116.0252309
"206858","61820026","Morawa EEI and Wheatbelt Drainage - MW014",-28.96650564,116.0249805
"206866","61820027","Morawa EEI and Wheatbelt Drainage - MW015",-28.96624251,116.0245637
"206874","61820028","Morawa EEI and Wheatbelt Drainage - MW016",-28.96584763,116.0239386
"206882","61820029","Morawa EEI and Wheatbelt Drainage - MW017",-28.96532118,116.0231051
"206890","61820030","Morawa EEI and Wheatbelt Drainage - MW018",-28.96466306,116.0220632
"206898","61820031","Morawa EEI and Wheatbelt Drainage - MW019",-28.97270611,116.0184779
"206944","61820032","Morawa EEI and Wheatbelt Drainage - MW019D",-28.97270611,116.0184779
"206990","61820033","Morawa EEI and Wheatbelt Drainage - MW020",-28.97248666,116.0182976
"206997","61820034","Morawa EEI and Wheatbelt Drainage - MW021",-28.97212039,116.017998
"207004","61820035","Morawa EEI and Wheatbelt Drainage - MW022",-28.97157081,116.0175487
"207011","61820036","Morawa EEI and Wheatbelt Drainage - MW023",-28.97083809,116.0169496
"207018","61820037","Morawa EEI and Wheatbelt Drainage - MW024",-28.96992214,116.0162007
"207026","61820038","Morawa EEI and Wheatbelt Drainage - MW025",-28.97280407,116.0210212
"207034","61820039","Morawa EEI and Wheatbelt Drainage - MW026",-28.97375284,116.0191297
"207042","61820040","Morawa EEI and Wheatbelt Drainage - MW027",-28.97481708,116.0170502
"207049","61820041","Morawa EEI and Wheatbelt Drainage - MW027I",-28.97481708,116.0170502
"207056","61820042","Morawa EEI and Wheatbelt Drainage - MW027D",-28.97481708,116.0170502
"207063","61820043","Morawa EEI and Wheatbelt Drainage - MW028",-28.97482196,116.0197581
"207070","61820044","Morawa EEI and Wheatbelt Drainage - MW029",-28.97048665,116.0142375
"207078","61820045","Morawa EEI and Wheatbelt Drainage - MW030",-28.98284201,116.0142024
"207123","61820046","Morawa EEI and Wheatbelt Drainage - MW031",-28.94236035,116.050159
"207130","61820047","Morawa EEI and Wheatbelt Drainage - MW031I",-28.94236035,116.050159
"207137","61820048","Morawa EEI and Wheatbelt Drainage - MW032",-28.94217985,116.0501606
"207181","70100002","Wilson Nature Reserve - WNR1C",-29.5623704,115.4340529
"207253","70100003","Wilson Nature Reserve - WNR2A",-29.56622651,115.4412187
"207307","70100004","Wilson Nature Reserve - WNR2B",-29.56621725,115.4411982
"207361","70100005","Wilson Nature Reserve - WNR2C",-29.56621725,115.4411982
"207415","70100006","Wilson Nature Reserve - WNR2D",-29.56627138,115.4411973
"207469","70100007","Wilson Nature Reserve - WNR3A",-29.55931318,115.4380324
"207541","70100008","Wilson Nature Reserve - WNR3B",-29.55933098,115.4380115
"207595","70100009","Wilson Nature Reserve - WNR3C",-29.55931318,115.4380324
"207668","70100010","Wilson Nature Reserve - WNRECO1",-29.56169138,115.4361586
"207702","70100034","Irwin River - IR01A",-29.22869301,115.0924774
"207703","70100035","Irwin River - IR01B",-29.22866831,115.0924482
"207741","70100036","Irwin River - IR02",-29.29124553,115.1322444
"207779","70100037","Irwin River - IR03",-29.30560604,115.2008523
"207816","70110033","Chapman Valley - WRC 4",-28.60991379,114.7766081
"207837","70110034","Chapman Valley - WRC 6",-28.60173525,114.7769235
"207858","70110035","Chapman Valley - WRC 13",-28.52539645,114.7672288
"207879","70110036","Chapman Valley - WRC 12",-28.53073808,114.7644904
"207900","70110037","Chapman Valley - WRC 2",-28.59505138,114.7334628
"207921","70110038","Chapman Valley - WRC 3",-28.60287588,114.7384377
"207940","70110039","Chapman Valley - WRC 5",-28.60458776,114.7507615
"207961","70110040","Chapman Valley - WRC 7",-28.5842727,114.7493542
"207981","70110041","Chapman Valley - WRC 8",-28.58131559,114.7505825
"208000","70110042","Chapman Valley - WRC 9",-28.67075153,114.7227296
"208021","70110043","Chapman Valley - WRC 10",-28.68439289,114.7312745
"208042","70110044","Chapman Valley - WRC 11",-28.64647881,114.6986051
"208063","70110051","Geraldton - GGW 1",-28.77607227,114.613617
"208069","70110052","Geraldton - GGW 2",-28.77637187,114.6137228
"208075","70110057","Geraldton - GGW 7",-28.77552595,114.6138444
"208081","70110058","Geraldton - GGW 8",-28.77583764,114.6141241
"208087","70110061","Geraldton - GGW 11",-28.77607933,114.6140162
"208091","70110062","Geraldton - GGW 12",-28.7757258,114.6139218
"208097","70110236","Horrocks Beach - B2",-28.38472099,114.4464065
"208120","70110237","Horrocks Beach - T2",-28.39372626,114.4706459
"208143","70111709","Arrowsmith River - AR4",-29.46674038,115.4622736
"208166","70111741","Arrowsmith - Bore",-29.43905208,115.149992
"208171","70112089","Wongoondy - Mendel/Wongoondy No1",-28.82415952,115.4486965
"208175","70112458","Arrowsmith River - AR25",-29.54587033,115.5375165
"208196","70112634","Arrowsmith River - AR2",-29.43926443,115.5483769
"208205","70112635","Arrowsmith River - AR3",-29.46597826,115.5611238
"208227","70112636","Arrowsmith River - AR1",-29.45742529,115.5217534
"208252","70113942","Arrowsmith - A 1",-29.46650096,115.4878296
"208254","70113943","Arrowsmith - A 2",-29.46650096,115.4878296
"208256","70113944","Arrowsmith - A 3",-29.46650096,115.4878296
"208258","70113945","Arrowsmith - A 4",-29.46650119,115.4878502
"208260","70113946","Arrowsmith - A 5",-29.46650119,115.4878502
"208261","70113947","Arrowsmith - A 6",-29.46650119,115.4878502
"208263","70113948","Arrowsmith - A 7",-29.46650119,115.4878502
"208265","70113949","Arrowsmith - A 8",-29.46650119,115.4878502
"208267","70113950","Arrowsmith - A 9",-29.46650119,115.4878502
"208269","70113951","Arrowsmith - A 10",-29.46650119,115.4878502
"208271","70113952","Arrowsmith - A 11",-29.46651924,115.4878499
"208273","70113953","Arrowsmith - A 12",-29.46651022,115.4878501
"208275","70113954","Arrowsmith - A 13",-29.46651022,115.4878501
"208277","70113955","Arrowsmith - A 14",-29.46652744,115.4877776
"208279","70113956","Arrowsmith - A 15",-29.46652744,115.4877776
"208281","70113957","Leeman Shallow - LS33",-29.34508755,115.0285232
"208283","70118003","Arrowsmith River - AR9",-29.49980577,115.5531248
"208293","70118007","Arrowsmith River - AR13",-29.46530014,115.5147604
"208320","70118013","Arrowsmith River - AR20",-29.50499707,115.4705465
"208347","70118016","Arrowsmith River - AR23",-29.5251418,115.5087899
"208381","70118018","Arrowsmith River - AR26",-29.63460268,115.5783993
"208404","70118019","Arrowsmith River - AR27",-29.40212317,115.4458104
"208428","70118020","Arrowsmith River - AR8",-29.49580641,115.4543149
"208453","70118021","Arrowsmith River - AR19",-29.43242916,115.4703567
"208476","70118118","Allanooka Irwin View - A18",-29.11737115,115.0027677
"208508","70118122","Allanooka Irwin View - A7",-29.16731353,115.0474768
"208543","70118123","Allanooka Irwin View - IV OB 1/77",-29.11779971,115.0243787
"208564","70118124","Allanooka Irwin View - IV OB 4/75",-29.11724959,115.04718
"208585","70118125","Allanooka Irwin View - IV OB 2/75",-29.09264577,115.0963973
"208608","70118126","Allanooka Irwin View - IV OB 1/76",-29.12143547,115.2131531
"208632","70118127","Allanooka Irwin View - IV OB 9/77",-29.14421742,115.0047974
"208646","70118128","Allanooka Irwin View - IV OB 4/76",-29.14448164,115.0472201
"208658","70118129","Allanooka Irwin View - IV OB 1/74",-29.14975565,115.0970647
"208688","70118130","Allanooka-Irwin View - Irwin View Ob13-77",-29.13350027,115.1805282
"208705","70118131","Allanooka Irwin View - IV OB 10/77",-29.16733998,115.0234511
"208719","70118132","Allanooka-Irwin View - Irwin View Ob8-77",-29.16339947,115.1207659
"208741","70118133","Allanooka Irwin View - IV OB 3/76",-29.20684045,115.1691755
"208766","70118134","Allanooka Irwin View - IV OB 2/76",-29.16083159,115.196505
"208787","70118135","Allanooka Irwin View - IV OB 5/76",-29.19472206,115.057796
"208799","70118136","Allanooka Irwin View - IV OB 1/75",-29.18717194,115.0962508
"208827","70118137","Allanooka Irwin View - IV OB 11/77",-29.19483321,115.1295713
"208850","70118138","Allanooka Irwin View - IV OB 6/76",-29.17815955,115.1504374
"208870","70118139","Allanooka Irwin View - IV OB 12/77",-29.17227789,115.2184202
"208890","70118140","Allanooka Irwin View - IV OB 4/77",-29.21564012,115.0573706
"208911","70118141","Allanooka Irwin View - IV OB 3/77",-29.21797303,115.0966277
"208932","70118142","Allanooka-Irwin View - Irwin View Ob5-77",-29.21591109,115.1344128
"208954","70118143","Allanooka Irwin View - IV OB 2/77",-29.13382435,115.0720661
"208976","70118144","Allanooka Irwin View - IV OB 6/77",-29.09683779,115.1806977
"209000","70118145","Allanooka Irwin View - IV OB 7/77",-29.16755184,115.0782931
"209019","70118183","Allanooka-Irwin View - Tws 1-87",-29.06428874,115.0244339
"209058","70118185","Allanooka - Mt Hill Tws 15-85",-29.03132284,114.950115
"209093","70118186","Allanooka - Mt Hill Tws 16-85",-29.0285553,114.9579722
"209122","70118187","Allanooka - Mt Hill Tws 13-85",-29.03999035,114.950457
"209157","70118188","Allanooka - Mt Hill Tws 17-85",-29.03721965,114.9581095
"209195","70118189","Allanooka-Irwin View - Tws 1-92",-29.07835715,114.9935564
"209232","70118191","Mt Hill Monitoring - 1/93",-28.99552426,114.9208356
"209243","70118193","Mt Hill Monitoring - 3/93",-28.98446131,114.9124535
"209272","70118194","Mt Hill Monitoring - 4/93",-28.96838601,114.8994746
"209285","70118195","Mt Hill Monitoring - 5/93",-28.96195818,114.9116931
"209318","70118196","Mt Hill Monitoring - 6/93",-28.95144971,114.922049
"209347","70118197","Mt Hill Monitoring - 7/93",-28.95817054,114.8900752
"209380","70118223","Allanooka Casuarina - AC 1A",-28.9402312,114.9850189
"209390","70118224","Allanooka Casuarina - AC 1B",-28.94026445,114.9850706
"209400","70118225","Allanooka Casuarina - AC 2A",-28.97055021,115.0290186
"209410","70118226","Allanooka Casuarina - AC 2B",-28.97059816,115.0290269
"209419","70118227","Allanooka Casuarina - AC 3A",-29.01698305,115.0954985
"209428","70118228","Allanooka Casuarina - AC 3B",-29.01701966,115.0955348
"209437","70118229","Allanooka Casuarina - AC 4A",-29.05117459,115.1688831
"209446","70118230","Allanooka Casuarina - AC 4B",-29.05125761,115.1688837
"209455","70118231","Allanooka Casuarina - AC 5A",-29.08098181,115.2650258
"209465","70118232","Allanooka Casuarina - AC 5B",-29.08105739,115.2650091
"209474","70118233","Allanooka Casuarina - AC 6A",-29.0004836,115.1816573
"209483","70118234","Allanooka Casuarina - AC 6B",-29.00056033,115.1816591
"209492","70118235","Allanooka Casuarina - AC 7A",-29.00005828,115.2650418
"209501","70118236","Allanooka Casuarina - AC 7B",-29.00000408,115.2650376
"209510","70118237","Allanooka Casuarina - AC 8A",-29.03192708,115.339758
"209519","70118238","Allanooka Casuarina - AC 8B",-29.03192444,115.3398361
"209528","70118239","Allanooka Casuarina - AC 9A",-28.90683972,115.0813403
"209537","70118241","Allanooka Casuarina - AC 10A",-28.95628061,115.2055685
"209546","70118242","Allanooka Casuarina - AC 10B",-28.95634548,115.2055612
"209555","70118244","Allanooka Casuarina - AC 11B",-28.91434112,115.2093554
"209565","70118245","Allanooka Casuarina - AC 12A",-28.9325756,115.2652532
"209574","70118247","Allanooka Casuarina - AC 13A",-28.92623163,115.3077703
"209583","70118249","Allanooka Casuarina - AC 14A",-28.84856732,115.182342
"209592","70118251","Allanooka Casuarina - AC 15A",-28.80731369,115.250226
"209601","70118253","Allanooka Irwin View - IV 2/75A",-29.09260412,115.0965142
"209611","70118254","Allanooka Irwin View - IV 2/75B",-29.0926663,115.0965089
"209620","70118255","Allanooka Irwin View - IV 2/75C",-29.09273182,115.0964841
"209629","70118256","Allanooka Irwin View - IV 6/77B",-29.09684162,115.1806473
"209639","70118257","Allanooka Irwin View - IV 1/76A",-29.12153603,115.2131154
"209648","70118300","Greenough Shallows - GS2A",-28.77443304,114.626287
"209688","70118301","Greenough Shallows - GS3",-28.77823353,114.6542242
"209732","70118302","Greenough Shallows - GS4",-28.78272262,114.6809303
"209739","70118303","Greenough Shallows - GS7",-28.8145728,114.7066385
"209784","70118304","Greenough Shallows - GS6",-28.83047594,114.677897
"209798","70118305","Greenough Shallows - GS1B",-28.71779751,114.6369833
"209839","70118306","Greenough Shallows - GS5",-28.91198934,114.7846732
"209884","70118307","Greenough Shallows - GS8",-28.91366421,114.7113866
"209928","70118308","Greenough Shallows - GS9A",-29.16731832,114.9103638
"209969","70118309","Greenough Shallows - GS9B",-29.16733121,114.9103457
"210013","70118310","Greenough Shallows - GS9C",-29.1660045,114.9102339
"210054","70118311","Greenough Shallows - GS10",-29.25817327,115.007967
"210098","70118312","Greenough Shallows - GS11",-28.97574145,114.7842439
"210142","70118313","Greenough Shallows - GS12",-28.96420239,114.8174253
"210183","70118314","Greenough Shallows - GS13",-28.94059398,114.8356287
"210224","70118315","Greenough Shallows - GS14",-29.043143,114.8578236
"210266","70118316","Greenough Shallows - GS15A",-29.03426197,114.9060259
"210310","70118317","Greenough Shallows - GS15B",-29.03426232,114.9059966
"210351","70118318","Greenough Shallows - GS16",-29.11663264,114.899192
"210395","70118319","Greenough Shallows - GS17",-29.11560887,114.9673291
"210434","70118320","Greenough Shallows - GS18A",-29.26660185,115.0814405
"210475","70118321","Greenough Shallows - GS18B",-29.26659066,115.0814407
"210518","70118322","Greenough Shallows - GS19A",-28.86447091,114.7630714
"210562","70118323","Greenough Shallows - GS2B",-28.7744653,114.6263206
"210604","70118325","Greenough Shallows - GS19B",-28.86447633,114.7630772
"210645","70119081","Chapman River Catchment - Durawah Spring",-28.55098591,114.9053217
"210650","70119220","Nabawa Sandplain - NAB1",-28.45891717,114.7163025
"210679","70119221","Nabawa Sandplain - NAB2",-28.47435864,114.7359334
"210708","70119222","Nabawa Sandplain - NAB3",-28.48441979,114.718174
"210738","70119223","Nabawa Sandplain - NAB4A",-28.4842595,114.7183
"210768","70119224","Nabawa Sandplain - NAB4B",-28.49043102,114.7425453
"210797","70119225","Nabawa Sandplain - NAB5",-28.51069149,114.733656
"210826","70119226","Nabawa Sandplain - NAB6",-28.53320562,114.7358816
"210856","70119227","Nabawa Sandplain - NAB7",-28.50487159,114.7061611
"210875","70119228","Nabawa Sandplain - NAB8",-28.46957565,114.7041369
"210902","70119229","Nabawa Sandplain - NAB9",-28.46736764,114.7533795
"210922","70119251","Chapman Valley - WRC 01",-28.55798697,114.7378041
"210943","70119252","Chapman Valley - WRC 14",-28.55007624,114.7439002
"210964","70119301","Dongara Line - DL1A",-29.34373586,115.0292495
"210993","70119302","Dongara Line - DL2A",-29.34447667,115.147028
"211020","70119303","Dongara Line - DL3A",-29.34483986,115.2812866
"211048","70119304","Dongara Line - DL4B",-29.34479261,115.403095
"211075","70119305","Dongara Line - DL5A",-29.3478027,115.525821
"211102","70119306","Dongara Line - DL1W",-29.34383751,115.0294123
"211151","70119307","Dongara Line - DL2W",-29.34447667,115.147028
"211175","70119308","Dongara Line - DL3W",-29.34493697,115.2811201
"211198","70119309","Dongara Line - DL5W",-29.34793645,115.5256749
"211221","70130001","Leeman Shallow - LS22A",-29.60541961,114.9908416
"211253","70130002","Leeman Shallow - LS22B",-29.60541961,114.9908416
"211289","70130003","Leeman Shallow - LS23A",-29.61837525,115.0999387
"211340","70130004","Leeman Shallow - LS23B",-29.61837564,115.0999467
"211393","70130005","Leeman Shallow - LS24A",-29.62951207,115.2201921
"211444","70130006","Leeman Shallow - LS24B",-29.62951514,115.2202055
"211497","70130007","Leeman Shallow - LS25A",-29.6252288,115.2894084
"211528","70130008","Leeman Shallow - LS25B",-29.62521671,115.2894153
"211559","70130011","Leeman Shallow - LS26C",-29.51837007,115.0087973
"211606","70130012","Leeman Shallow - LS26D",-29.51836752,115.0087773
"211658","70130013","Leeman Shallow - LS27A",-29.53312062,115.0772222
"211705","70130014","Leeman Shallow - LS27B",-29.5331117,115.0772166
"211755","70130015","Leeman Shallow - LS28A",-29.55349826,115.1550668
"211802","70130016","Leeman Shallow - LS28B",-29.55348875,115.1550643
"211853","70130017","Leeman Shallow - LS29A",-29.54847306,115.2375633
"211876","70130018","Leeman Shallow - LS30A",-29.43541065,115.0149522
"211924","70130019","Leeman Shallow - LS30B",-29.43541932,115.0149523
"211976","70130021","Leeman Shallow - LS31B",-29.43637089,115.10252
"212001","70130022","Leeman Shallow - LS31C",-29.43638192,115.1025212
"212053","70130023","Leeman Shallow - LS32A",-29.43279494,115.1549241
"212099","70130024","Leeman Shallow - LS32B",-29.43279078,115.1549104
"212151","70130025","Leeman Shallow - LS33A",-29.34432059,115.0279098
"212153","70130026","Leeman Shallow - LS34A",-29.34411463,115.1109325
"212199","70130027","Leeman Shallow - LS34B",-29.34411281,115.1109188
"212275","70130028","Eight Mile Well Wetland - EM1C",-29.34410984,115.1109195
"212361","70130029","Eight Mile Well Wetland - EM2C",-29.34417197,115.107664
"212446","70200003","Austin Downs Station - Cue 2B",-27.39708769,117.5078639
"212448","70200004","Annean Station - BELELE 1",-26.73091301,118.1826314
"212450","70200005","Beringarra Station - Glemburgh 1",-25.97054425,116.977563
"212452","70200006","Mt Padburry Station - ROBR 2",-25.68823955,118.0777319
"212454","70219012","Meekatharra TWS - Garden Gully 2",-26.455372,118.4597211
"212457","70219091","Cue Tws - Nallan Well",-27.27038795,117.9911229
"212488","70310001","Wooramel Station - No 5",-25.64,114.308
"212492","70310380","Carnarvon Artesian Basin - Carbla 10/2008",-26.14802308,114.4503721
"212495","70310381","Carnarvon Artesian Basin - Carbla 18/2007",-26.067189,114.3603231
"212500","70310382","Carnarvon Artesian Basin - Carbla Six Mile 2008",-26.15107931,114.3635464
"212504","70318001","Carnarvon Artesian Basin - Boodallia O/S Bore 3",-25.18818111,113.8933142
"212510","70318002","Carnarvon Artesian Basin - Edaggee St O/C Bo 3",-25.42120792,114.0468114
"212517","70318003","Carnarvon Artesian Basin - Edaggee ST H/S Bore",-25.35596401,114.227759
"212542","70318004","Carnarvon Artesian Basin - Wooramel ST N-C Bore",-25.50790658,114.0785967
"212553","70318005","Carnarvon Artesian Basin - Wooramel St QuondngB",-25.45901752,114.1738761
"212561","70318006","Carnarvon Artesian Basin - Wooramel St Woora Bo",-25.63374208,114.3088697
"212573","70318007","Carnarvon Artesian Basin - Wahroonga St H/S Bo",-25.49906201,114.2379649
"212582","70318008","Carnarvon Artesian Basin - Marron ST H/S Bore",-25.35235235,114.3616466
"212588","70318009","Carnarvon Artesian Basin - Argyle Station Bore",-25.02763091,113.8135891
"212594","70318010","Carnarvon Artesian Basin - Callagiddy South Bo",-25.18873797,114.0383132
"212604","70318011","Carnarvon Artesian Basin - Carbla St H/S Bore",-26.19985948,114.2869389
"212609","70318012","Carnarvon Artesian Basin - Carbla Station Bo 18",-26.05097116,114.3613868
"212615","70318013","Carnarvon Artesian Basin - Peron Station Bore",-25.8398657,113.5574901
"212621","70318014","Carnarvon Artesian Basin - Useless Loop Town Bo",-26.13820133,113.4186054
"212631","70318015","Carnarvon Artesian Basin - Tamala St Swicks Bo",-26.53598319,113.5152794
"212635","70318016","Carnarvon Artesian Basin - Edaggee Homestd 2000",-25.35992138,114.2290302
"212637","70318017","Carnarvon Artesian Basin - Edaggee No 2 2000",-25.31554796,114.0563203
"212662","70318018","Carnarvon Artesian Basin - Marron Hmst 2000",-25.36534206,114.3593183
"212666","70318019","Carnarvon Artesian Basin - Wahroonga Hmst 2000",-25.48966031,114.3989732
"212669","70318020","Carnarvon Artesian Basin - Wooramel N/Coast2001",-25.51274633,114.0797834
"212699","70410001","North Plantations - CRI 2/97",-24.83028951,113.7594285
"212700","70410002","North Plantations - CRI 3/97",-24.82260733,113.7561335
"212701","70410003","North Plantations - CRI 4/97",-24.82698343,113.7683736
"212702","70410004","North Plantations - CRI 5/97",-24.82217986,113.7670505
"212703","70410005","North Plantations - CRI 6/97",-24.81734061,113.7661915
"212704","70410006","South Plantations - CRI 7/97",-24.82869657,113.7699148
"212705","70410007","South Plantations - CRI 8/97",-24.83278017,113.7725867
"212706","70410008","Inggarda - CRI 9/97",-24.84036308,113.7729437
"212707","70410009","South Plantations - CRI 10/97",-24.83391625,113.7624164
"212708","70410010","South Plantations - CRI 11/97",-24.83847219,113.7668788
"212709","70410011","Inggarda - CRI 12/97",-24.84019065,113.7681335
"212710","70410012","South Plantations - CRI 13/97",-24.83944342,113.7548647
"212711","70410013","South Plantations - CRI 14/97",-24.84315278,113.7582699
"212712","70410014","North Plantations - CRI 1/97",-24.83520237,113.7519029
"212713","70410015","Carnarvon Artesian Basin - Brickhse Boodalia 08",-25.18776115,113.893911
"212718","70410016","Carnarvon Artesian Basin - Wooramel Quandng2007",-25.463,114.1716
"212721","70410017","Carnarvon Artesian Basin - Brickhse Argyle 08",-25.03035376,113.8021945
